complaint_id,date,customer_id,product_sku,product_name,order_id,category_hint,complaint_text,has_image,image_path
REC-2024-0015,2024-10-04,CLI-A015,SKU-LAMP-004,Lámpara de Mesa Cerámica Blanca,ORD-XXXX-0015,dano_envio,La base de cerámica de la lámpara de mesa llegó partida por la mitad. Venía en una caja sin burbujas ni protección alguna. Es obvio que no iba a sobrevivir al transporte. Deberían proteger los artículos frágiles. Estoy muy decepcionada con el estado en que la he recibido.,true,images/REC-2024-0015.png
REC-2024-0016,2024-12-05,CLI-A016,SKU-LAMP-007,Lámpara de Escritorio Flexo Metal,ORD-XXXX-0016,dano_envio,"La lámpara de escritorio llegó con el flexo doblado y la pantalla abollada. El embalaje era una simple caja de cartón sin ningún tipo de relleno, así que llegó con golpes por todas partes. No entiendo cómo pueden enviar productos así sin una mínima protección. El producto está inservible.",true,images/REC-2024-0016.png
REC-2024-0017,2024-11-10,CLI-A017,SKU-SOFA-001,Sofá 3 Plazas Tela Gris Oscuro,ORD-XXXX-0017,entrega_incorrecta,"¡He pedido un sofá de 3 plazas en GRIS OSCURO y me ha llegado en AZUL CLARO! Es una diferencia abismal, este color no encaja en absoluto con mi salón. Es claramente un error en el envío. Necesito que me recojan este sofá y me envíen el correcto lo antes posible. ¡Estoy muy frustrado!",true,images/REC-2024-0017.png
REC-2024-0018,2024-10-25,CLI-A018,SKU-SILLA-001,Silla Comedor Eames Replica Blanca,ORD-XXXX-0018,entrega_incorrecta,"Pedí 4 sillas Eames replica BLANCAS y me han llegado NEGRAS. La caja incluso indicaba el color incorrecto. Es un error garrafal, ahora tengo 4 sillas que no me sirven para nada. Espero una solución rápida, tengo visitas y no tengo sillas.",true,images/REC-2024-0018.png
REC-2024-0019,2024-12-12,CLI-A019,SKU-MESA-002,Mesa Centro Elevable Industrial,ORD-XXXX-0019,entrega_incorrecta,"Compré una mesa de centro ELEVABLE, específicamente para poder comer en el sofá. Me ha llegado una mesa de centro fija, idéntica en diseño pero sin el mecanismo. Es el modelo incorrecto. He revisado mi pedido y está claro que pedí la elevable. ¿Cómo lo arreglamos? Estoy muy disgustado.",true,images/REC-2024-0019.png
REC-2024-0020,2024-11-01,CLI-A020,SKU-MESA-005,Mesa Extensible Nogal Lisboa,ORD-XXXX-0020,defecto_producto,"La mesa de nogal ha llegado con un rasguño bastante visible en la superficie. No es enorme, pero se nota mucho en la madera. Es un mueble nuevo y no debería tener desperfectos. Adjunto foto.",true,images/REC-2024-0020.png
REC-2024-0021,2024-10-17,CLI-A021,SKU-SILLA-002,Silla Terciopelo Gris Nórdica,ORD-XXXX-0021,defecto_producto,"Una de las sillas de terciopelo que he comprado tiene una pata coja. Al sentarse, la silla se tambalea y no es estable. He probado a ajustarla pero parece que la pata es ligeramente más corta. Esto es un fallo de fabricación. Necesito una solución, no puedo usarla así.",true,images/REC-2024-0021.png
REC-2024-0022,2024-12-03,CLI-A022,SKU-LAMP-006,Plafón Techo Circular Moderno,ORD-XXXX-0022,pieza_faltante,"Al intentar instalar el plafón de techo, me di cuenta de que falta uno de los tornillos de fijación a la base. He revisado el paquete y no está por ninguna parte. No puedo instalarlo sin esa pieza. Necesito que me envíen el tornillo lo antes posible.",false,
REC-2024-0023,2024-10-10,CLI-A023,SKU-EXT-002,Silla Plegable Exterior Ratán Sintético,ORD-XXXX-0023,calidad_material,"El color de la silla plegable no se corresponde con la foto de la web. Es un tono mucho más claro y grisáceo de lo que esperaba, no el marrón oscuro que vi online. Entiendo que los colores pueden variar, pero esto es una diferencia notable. Me gustaría devolverla si no me convencen.",true,images/REC-2024-0023.png
REC-2024-0024,2024-11-28,CLI-A024,SKU-SOFA-002,Sofá Esquinero Chaise Longue Beige,ORD-XXXX-0024,retraso_entrega,"Mi sofá esquinero lleva 10 días de retraso sobre la fecha de entrega prevista. No he recibido ninguna actualización ni explicación. Necesito saber cuándo va a llegar mi pedido, es un mueble grande y necesito organizarme para recibirlo. La falta de comunicación es frustrante.",false,
REC-2024-0025,2024-10-19,CLI-A025,SKU-MESA-004,Mesa de Escritorio Minimalista,ORD-XXXX-0025,defecto_producto,"Al intentar montar la mesa de escritorio, me doy cuenta de que los agujeros pre-perforados para las patas no están bien alineados. Es imposible atornillar las patas correctamente, quedan torcidas. Parece un error de fábrica. Adjunto foto para que lo vean.",true,images/REC-2024-0025.png
REC-2024-0026,2024-12-09,CLI-A026,SKU-SILLA-004,Silla Oficina Ergonómica Negra,ORD-XXXX-0026,defecto_producto,"Una de las ruedas de mi silla de oficina está suelta y se cae constantemente. No se fija bien a la base. Esto hace que la silla sea inestable y difícil de mover. Necesito un recambio de la rueda o una solución, por favor.",true,images/REC-2024-0026.png
REC-2024-0027,2024-10-02,CLI-A027,SKU-ESTAN-004,Librería Pared Flotante 120cm,ORD-XXXX-0027,defecto_producto,Las instrucciones de montaje de la librería flotante son terribles. No están claras y faltan pasos. He pasado horas intentando entender cómo se monta y aún no lo consigo. Necesito unas instrucciones más detalladas o un video tutorial. No parece complicado pero las instrucciones lo hacen imposible.,false,
REC-2024-0028,2024-11-08,CLI-A028,SKU-LAMP-005,Guirnalda Luces Exterior Solar,ORD-XXXX-0028,defecto_producto,"La guirnalda de luces solares llegó con varias bombillas que no encienden. He revisado las conexiones y el panel solar, pero no funcionan. Es una pena porque el resto de la guirnalda se ve bien. Necesito un reemplazo o un reembolso.",true,images/REC-2024-0028.png
REC-2024-0029,2024-12-14,CLI-A029,SKU-EXT-003,Conjunto Balcón Mesa y 2 Sillas,ORD-XXXX-0029,dano_envio,"La pieza de unión de la mesa del conjunto de balcón llegó rota. Parece que ha recibido un golpe durante el transporte, aunque el embalaje exterior no estaba muy dañado. Sin esta pieza no puedo montar la mesa. Necesito que me envíen un recambio urgente.",true,images/REC-2024-0029.png
REC-2024-0030,2024-10-06,CLI-A030,SKU-MESA-009,Mesa de Bar Alta Industrial,ORD-XXXX-0030,devolucion,La mesa de bar es demasiado alta para los taburetes que ya tengo. No me di cuenta de las dimensiones exactas. Me gustaría proceder con la devolución del producto. Está sin montar y en su embalaje original.,false,
REC-2024-0031,2024-11-22,CLI-A031,SKU-SILLA-006,Silla Plegable Madera Haya,ORD-XXXX-0031,defecto_producto,"Una de las sillas plegables de haya tiene un pequeño desconchón en el barniz del respaldo. Es un detalle menor, pero al ser nueva, me gustaría que estuviera perfecta. ¿Podrían ofrecerme alguna solución?",true,images/REC-2024-0031.png
REC-2024-0032,2024-10-28,CLI-A032,SKU-SOFA-005,Sillón Individual Terciopelo Verde,ORD-XXXX-0032,defecto_producto,"El sillón individual de terciopelo verde llegó con una costura descosida en uno de los cojines. No es un gran desgarro, pero se ve. Me gustaría saber si puedo obtener un cojín de reemplazo o un descuento.",true,images/REC-2024-0032.png
REC-2024-0033,2024-12-07,CLI-A033,SKU-LAMP-003,Foco LED Techo Orientable,ORD-XXXX-0033,calidad_material,"El foco LED emite una luz mucho más fría de lo que esperaba. En la descripción ponía 'blanco cálido', pero es un blanco muy frío y azulado. No encaja con la iluminación de mi hogar. ¿Hay alguna forma de cambiar el tipo de luz o devolverlo?",false,
REC-2024-0034,2024-11-13,CLI-A034,SKU-MESA-010,Mesa de Centro Rústica con Almacenamiento,ORD-XXXX-0034,calidad_material,Las patas de la mesa de centro rústica tienen diferentes tonalidades de madera. Dos son más oscuras y dos más claras. Da la impresión de que no son del mismo lote o que es un defecto de teñido. Estéticamente no queda bien. Adjunto foto.,true,images/REC-2024-0034.png
REC-2024-0035,2024-10-01,CLI-A035,SKU-SILLA-008,Silla Comedor Polipropileno Beige,ORD-XXXX-0035,defecto_producto,Una de las sillas de comedor de polipropileno tiene una mancha oscura permanente en el asiento. Intenté limpiarla pero no se quita. Parece un defecto de fábrica o de almacenamiento. Me gustaría una silla de reemplazo.,true,images/REC-2024-0035.png
REC-2024-0036,2024-11-06,CLI-A036,SKU-ESTAN-006,Estantería Esquinera Abierta,ORD-XXXX-0036,defecto_producto,Las fijaciones a la pared de la estantería esquinera no son las adecuadas. Los tacos y tornillos incluidos son de muy mala calidad y no soportan el peso. Tuve que comprar otros en la ferretería. Es un detalle que deberían revisar.,true,images/REC-2024-0036.png
REC-2024-0037,2024-12-11,CLI-A037,SKU-EXT-004,Tumbona Jardín Reclinable Aluminio,ORD-XXXX-0037,defecto_producto,El mecanismo de reclinado de la tumbona de jardín es extremadamente duro. Cuesta mucho cambiar de posición y se atranca. No es nada práctico. Necesito que revisen esto o me ofrezcan una solución.,false,
REC-2024-0038,2024-10-08,CLI-A038,SKU-SOFA-006,Sofá Chesterfield Piel Marrón,ORD-XXXX-0038,defecto_producto,Uno de los botones decorativos del sofá Chesterfield se ha desprendido al poco tiempo de tenerlo. El hilo se ha roto. Es un detalle estético importante en este tipo de sofá. Adjunto foto.,true,images/REC-2024-0038.png
REC-2024-0039,2024-11-29,CLI-A039,SKU-MESA-006,Mesa de Cocina Plegable Blanca,ORD-XXXX-0039,defecto_producto,Las bisagras de la mesa de cocina plegable hacen un ruido muy molesto al abrir y cerrar. Suena como si rozaran y no se deslizaran suavemente. No parece que estén bien lubricadas o alineadas. Es un poco decepcionante para un mueble nuevo.,false,
REC-2024-0040,2024-10-15,CLI-A040,SKU-SILLA-009,Silla Balancín Estilo Nórdico,ORD-XXXX-0040,pieza_faltante,A la silla balancín le falta uno de los tapones de protección para el suelo en una de las patas. Se nota mucho al moverla y temo que raye el parqué. He revisado el embalaje pero no estaba. Necesito que me envíen el tapón.,false,
REC-2024-0041,2024-12-02,CLI-A041,SKU-LAMP-008,Lámpara Colgante de Diseño Nórdico,ORD-XXXX-0041,dano_envio,La pantalla de la lámpara colgante llegó ligeramente abollada en un lado. Es una pequeña abolladura pero en una lámpara de diseño se nota. El embalaje no era muy robusto. ¿Pueden enviarme un reemplazo de la pantalla?,true,images/REC-2024-0041.png
REC-2024-0042,2024-11-04,CLI-A042,SKU-EXT-005,Sofá Exterior 2 Plazas con Cojines,ORD-XXXX-0042,calidad_material,Los cojines del sofá exterior son de mucha menor densidad de lo esperado. Se hunden enseguida y no son cómodos. En las fotos parecían más mullidos. No se corresponden con la calidad que esperaba para el precio.,false,
REC-2024-0043,2024-12-13,CLI-A043,SKU-MESA-008,Mesa Auxiliar Sofá Madera Maciza,ORD-XXXX-0043,calidad_material,El color del metal de la mesa auxiliar es mucho más oscuro de lo que se veía en la foto. Parecía un gris claro y es casi negro. Desentona con el resto de mis muebles. Es frustrante que las fotos no sean más fieles a la realidad.,true,images/REC-2024-0043.png
REC-2024-0044,2024-10-23,CLI-A044,SKU-SILLA-010,Silla de Bar Industrial Metal y Madera,ORD-XXXX-0044,dano_envio,La silla de bar llegó con un pequeño golpe en el asiento de madera. La caja estaba ligeramente abollada. Es un golpe pequeño pero al ser madera clara se nota bastante. Me gustaría saber si hay alguna forma de disimularlo o si puedo pedir un reemplazo.,true,images/REC-2024-0044.png
REC-2024-0045,2024-11-16,CLI-A045,SKU-ESTAN-003,Estantería Modular Cubos Negro,ORD-XXXX-0045,defecto_producto,"Uno de los cubos de la estantería modular tiene un rayón grande y muy visible en la parte frontal. No es de transporte, parece de fábrica. Desluce mucho el mueble. Estoy descontento con la calidad. Adjunto foto.",true,images/REC-2024-0045.png
REC-2024-0046,2024-10-05,CLI-A046,SKU-MESA-001,Mesa Comedor Roble Nórdico 180cm,ORD-XXXX-0046,retraso_entrega,"La mesa de comedor de roble lleva 5 días de retraso. Me dijeron que llegaría el martes y aún no ha llegado. Entiendo que puede haber retrasos, pero me gustaría una fecha de entrega actualizada. Es un mueble grande y necesito organizarme.",false,
REC-2024-0047,2024-11-21,CLI-A047,SKU-SILLA-003,Taburete Alto Cocina Tapizado,ORD-XXXX-0047,defecto_producto,Los taburetes altos de cocina tienen la pintura de las patas saltada en varios puntos. Parecen arañazos o golpes. Se nota mucho el metal de abajo. Son nuevos y ya tienen este aspecto. Adjunto fotos de los defectos.,true,images/REC-2024-0047.png
REC-2024-0048,2024-10-12,CLI-A048,SKU-LAMP-001,Lámpara Colgante Industrial Negra,ORD-XXXX-0048,error_facturacion,"He recibido un email de la factura de mi lámpara y he notado que el IVA está mal calculado. Es un error de unos pocos euros, pero quiero que se corrija y se me envíe la factura correcta. He intentado contactar por teléfono sin éxito.",false,
REC-2024-0049,2024-12-06,CLI-A049,SKU-EXT-006,Parasol Excéntrico Grande Gris,ORD-XXXX-0049,defecto_producto,"El mecanismo de apertura del parasol excéntrico está un poco atascado. Cuesta mucho subirlo y bajarlo, y a veces se bloquea. Temo que se rompa con el uso. Necesito que alguien revise este problema o me ofrezcan una solución.",false,
REC-2024-0050,2024-11-09,CLI-A050,SKU-SOFA-001,Sofá 3 Plazas Tela Gris Oscuro,ORD-XXXX-0050,devolucion,"No me gusta el tejido del sofá 3 plazas al natural, es diferente a lo que esperaba. Me gustaría tramitar la devolución del producto. Lo tengo en su embalaje original y sin usar. ¿Cuál es el proceso?",false,
REC-2024-0051,2024-12-04,CLI-A051,SKU-MESA-007,Mesa Comedor Redonda Cristal y Metal,ORD-XXXX-0051,dano_envio,La base de metal de la mesa de comedor redonda está ligeramente doblada. No afecta la estabilidad pero se nota un poco. No es lo ideal para un producto nuevo. Parecer ser un golpe del transporte. Adjunto foto.,true,images/REC-2024-0051.png
REC-2024-0052,2024-11-19,CLI-A052,SKU-SILLA-007,Silla de Jardín Apilable Antracita,ORD-XXXX-0052,dano_envio,Una de las sillas de jardín apilables llegó con un golpe en el respaldo. Es un golpe bastante visible y el plástico está un poco hundido. La caja exterior estaba dañada. Necesito un reemplazo de esa silla.,true,images/REC-2024-0052.png
REC-2024-0053,2024-10-26,CLI-A053,SKU-ESTAN-005,Estantería Industrial Metal y Madera,ORD-XXXX-0053,defecto_producto,No consigo que una de las piezas de la estantería industrial encaje. Parece que está mal cortada o que los orificios no están en el lugar correcto. He intentado de varias formas pero es imposible. Necesito una pieza de repuesto.,true,images/REC-2024-0053.png
REC-2024-0054,2024-11-27,CLI-A054,SKU-LAMP-002,Lámpara de Pie Arco Cromo,ORD-XXXX-0054,defecto_producto,"La base de la lámpara de pie arco no es lo suficientemente estable. Se tambalea un poco y no da seguridad, especialmente con la curvatura del brazo. Me parece un defecto de diseño o un problema en la fabricación de la base.",false,
REC-2024-0055,2024-10-11,CLI-A055,SKU-MESA-002,Mesa Centro Elevable Industrial,ORD-XXXX-0055,retraso_entrega,"Mi mesa de centro llegó con 3 días de retraso. No fue un gran problema porque el transportista avisó con antelación, pero no cumplieron la fecha inicial. Es solo para que lo sepan.",false,
